,A,CS2,C_WP,DER,DP,E,G2,GS2,INN,PB,PO,SB2,SBPCT,TC,team,year
260,1785,24,60,.691,188,107,162,1458,12948.0,8,4316,111,.822,6208,Minnesota Twins,2011
261,1583,36,44,.693,148,105,162,1458,12723.0,9,4241,125,.776,5929,Chicago Cubs,2011
262,1568,45,40,.705,135,111,162,1458,13230.0,12,4410,99,.688,6089,Oakland Athletics,2011
263,1656,19,45,.698,126,112,162,1458,12900.0,9,4300,154,.890,6068,Pittsburgh Pirates,2011
264,1624,51,49,.676,171,113,162,1458,13062.0,11,4354,113,.689,6091,Kansas City Royals,2011
265,1641,33,59,.705,155,114,162,1458,13137.0,6,4379,101,.754,6134,Tampa Bay Rays,2011
266,1639,53,54,.693,134,115,162,1458,13059.0,5,4353,129,.709,6107,San Francisco Giants,2011
267,1729,37,75,.677,132,118,162,1458,12810.0,13,4270,131,.780,6117,Houston Astros,2011
268,1655,47,49,.698,97,121,162,1458,12912.0,18,4304,152,.764,6080,San Diego Padres,2011
269,1718,43,94,.658,139,122,162,1458,12798.0,22,4266,121,.738,6106,Colorado Rockies,2011
270,1620,29,23,.704,135,74,162,1458,13293.0,12,4431,106,.785,6125,Philadelphia Phillies,2010
271,1519,33,45,.724,138,73,162,1458,13041.0,5,4347,104,.759,5939,Tampa Bay Rays,2010
272,1667,37,55,.687,129,79,162,1458,13140.0,10,4380,135,.785,6126,Chicago White Sox,2010
273,1675,41,61,.699,131,83,162,1458,13317.0,9,4439,128,.757,6197,Atlanta Braves,2010
274,1511,40,50,.702,121,85,161,1449,12888.0,8,4296,116,.744,5892,Los Angeles Dodgers,2010
275,1759,44,51,.706,146,91,162,1458,13209.0,5,4403,81,.648,6253,Cincinnati Reds,2010
276,1604,43,39,.703,131,90,162,1458,12990.0,9,4330,61,.587,6024,Arizona Diamondbacks,2010
277,1723,40,55,.706,157,93,162,1458,13185.0,7,4395,126,.759,6211,Los Angeles Angels,2010
278,1694,60,45,.706,139,94,162,1458,13044.0,10,4348,141,.701,6136,San Diego Padres,2010
279,1526,50,58,.703,120,92,162,1458,13116.0,32,4372,156,.757,5990,Boston Red Sox,2010
280,1553,24,43,.693,126,93,162,1458,13137.0,10,4379,103,.811,6025,Florida Marlins,2010
281,1700,49,69,.689,149,95,162,1458,13062.0,8,4354,115,.701,6149,Kansas City Royals,2010
282,1758,49,65,.691,156,98,162,1458,13029.0,17,4343,99,.669,6199,Colorado Rockies,2010
283,1657,59,42,.702,127,104,162,1458,13212.0,14,4404,124,.678,6165,San Francisco Giants,2010
284,1569,49,67,.687,141,102,162,1458,13125.0,7,4375,128,.723,6046,New York Yankees,2010
285,1691,40,49,.697,145,104,161,1449,13044.0,8,4348,76,.655,6143,Washington Nationals,2010
286,1639,49,69,.695,148,103,162,1458,12960.0,8,4320,119,.708,6062,Detroit Tigers,2010
287,1703,40,73,.695,148,110,162,1458,13128.0,20,4376,111,.735,6189,Toronto Blue Jays,2010
288,1689,48,42,.693,130,110,162,1458,13080.0,9,4360,104,.684,6159,Cleveland Indians,2010
289,1623,46,68,.701,152,108,162,1458,12897.0,11,4299,110,.705,6030,Seattle Mariners,2010
290,1771,40,60,.686,154,112,162,1458,13044.0,13,4348,123,.755,6231,Pittsburgh Pirates,2010
291,1655,42,32,.683,159,110,162,1458,13020.0,4,4340,83,.664,6105,Baltimore Orioles,2010
292,1815,25,48,.687,167,116,162,1458,13158.0,10,4386,64,.719,6317,St. Louis Cardinals,2010
293,1587,37,70,.694,130,111,162,1458,12975.0,4,4325,102,.734,6023,Milwaukee Brewers,2010
294,1697,33,46,.684,126,116,162,1458,13032.0,26,4344,121,.786,6157,New York Mets,2010
295,1552,46,43,.703,164,114,162,1458,12972.0,9,4324,85,.649,5990,Texas Rangers,2010
296,1632,31,39,.682,140,116,162,1458,12915.0,8,4305,131,.809,6053,Houston Astros,2010
297,1621,44,47,.679,153,119,162,1458,12795.0,12,4265,96,.686,6005,Minnesota Twins,2010
298,1529,47,53,.692,145,124,162,1458,13029.0,6,4343,119,.717,5996,Oakland Athletics,2010
299,1559,46,51,.680,128,134,162,1458,12909.0,7,4303,112,.709,5996,Chicago Cubs,2010
300,1522,23,69,.710,161,69,162,1458,12981.0,12,4327,132,.852,5918,New York Yankees,2009
301,1626,39,29,.704,141,72,162,1458,13107.0,13,4369,79,.669,6067,San Diego Padres,2009
302,1608,34,48,.703,142,72,162,1458,13077.0,4,4359,71,.676,6039,Cincinnati Reds,2009
303,1485,49,74,.708,110,73,162,1458,13149.0,6,4383,115,.701,5941,San Francisco Giants,2009
304,1710,37,41,.692,150,78,162,1458,13074.0,8,4358,82,.689,6146,Minnesota Twins,2009
305,1687,31,26,.698,158,83,162,1458,13107.0,6,4369,84,.730,6139,Philadelphia Phillies,2009
306,1665,26,48,.691,159,87,162,1458,13077.0,10,4359,51,.662,6111,New York Mets,2009
307,1499,30,60,.709,134,85,162,1458,13083.0,9,4361,89,.748,5945,Tampa Bay Rays,2009
308,1691,35,69,.689,172,92,162,1458,12966.0,10,4322,69,.663,6105,Toronto Blue Jays,2009
309,1872,38,42,.693,172,99,162,1458,13083.0,10,4361,53,.582,6332,St. Louis Cardinals,2009
310,1704,32,42,.713,147,99,162,1458,12885.0,8,4295,88,.733,6098,Oakland Athletics,2009
311,1589,39,58,.697,124,98,162,1458,12975.0,6,4325,97,.713,6012,Los Angeles Dodgers,2009
312,1707,43,77,.682,182,101,162,1458,12978.0,15,4326,81,.653,6134,Colorado Rockies,2009
313,1663,39,59,.680,158,103,162,1458,13017.0,4,4339,105,.729,6105,Chicago White Sox,2009
314,1516,31,71,.677,142,101,162,1458,12951.0,5,4317,100,.763,5934,Milwaukee Brewers,2009
315,1572,36,82,.691,152,102,162,1458,12888.0,15,4296,115,.762,5970,Arizona Diamondbacks,2009
316,1597,44,57,.679,135,103,162,1458,12954.0,12,4318,89,.669,6018,Houston Astros,2009
317,1582,27,45,.693,141,105,162,1458,12927.0,3,4309,83,.755,5996,Baltimore Orioles,2009
318,1499,35,56,.705,133,105,162,1458,13098.0,8,4366,116,.768,5970,Texas Rangers,2009
319,1814,58,54,.686,179,110,162,1458,12897.0,11,4299,125,.683,6223,Cleveland Indians,2009
320,1668,50,75,.690,171,109,162,1458,12999.0,11,4333,101,.669,6110,Detroit Tigers,2009
321,1657,29,73,.704,145,110,162,1458,12942.0,16,4314,73,.716,6081,Seattle Mariners,2009
322,1588,42,58,.693,132,111,162,1458,13110.0,14,4370,169,.801,6069,Boston Red Sox,2009
323,1562,41,80,.694,116,113,162,1458,13044.0,16,4348,133,.764,6023,Los Angeles Angels,2009
324,1588,55,55,.677,138,121,162,1458,12930.0,11,4310,137,.714,6019,Kansas City Royals,2009
325,1770,44,42,.693,166,126,162,1458,12954.0,6,4318,102,.699,6214,Atlanta Braves,2009
326,1502,44,49,.683,130,123,162,1458,12945.0,11,4315,111,.716,5940,Florida Marlins,2009
327,1657,35,33,.683,148,127,162,1458,12915.0,5,4305,79,.693,6089,Washington Nationals,2009
328,1550,31,46,.680,137,126,162,1458,12930.0,6,4310,114,.786,5986,Chicago Cubs,2009
329,1654,32,56,.672,120,127,162,1458,12705.0,11,4235,116,.784,6016,Pittsburgh Pirates,2009
330,1766,43,52,.691,171,73,161,1449,12765.0,13,4255,107,.713,6094,Pittsburgh Pirates,2008
331,1740,46,43,.682,168,76,162,1458,13059.0,13,4353,89,.659,6169,Toronto Blue Jays,2008
332,1565,32,43,.690,135,76,163,1467,13077.0,16,4359,107,.770,6000,Minnesota Twins,2008
333,1557,37,28,.694,132,76,162,1458,13101.0,10,4367,95,.720,6000,Philadelphia Phillies,2008
334,1719,29,43,.676,161,78,162,1458,12870.0,11,4290,65,.691,6087,Houston Astros,2008
335,1594,39,76,.714,134,83,162,1458,13260.0,5,4420,89,.695,6097,Los Angeles Dodgers,2008
336,1452,23,42,.679,121,82,162,1458,12930.0,10,4310,151,.868,5844,Boston Red Sox,2008
337,1623,39,67,.688,174,85,162,1458,13005.0,11,4335,128,.766,6043,Los Angeles Angels,2008
338,1765,27,48,.689,146,87,162,1458,12945.0,6,4315,115,.810,6167,Colorado Rockies,2008
339,1493,52,66,.696,131,86,162,1458,13050.0,11,4350,125,.706,5929,New York Yankees,2008
340,1616,50,48,.695,164,88,163,1467,13023.0,15,4341,88,.638,6045,Detroit Tigers,2008
341,1596,47,45,.704,161,89,162,1458,13125.0,4,4375,79,.627,6060,Cincinnati Reds,2008
342,1511,42,71,.705,138,88,162,1458,13014.0,9,4338,107,.718,5937,San Francisco Giants,2008
343,1663,33,31,.682,151,90,162,1458,12861.0,8,4287,119,.783,6040,Baltimore Orioles,2008
344,1855,28,43,.694,167,96,162,1458,12966.0,5,4322,44,.611,6273,St. Louis Cardinals,2008
345,1714,46,40,.685,159,96,162,1458,13164.0,12,4388,97,.678,6198,Atlanta Braves,2008
346,1566,42,52,.694,146,94,162,1458,13056.0,12,4352,100,.704,6012,San Diego Padres,2008
347,1651,33,49,.680,170,97,162,1458,12906.0,10,4302,111,.771,6050,Cleveland Indians,2008
348,1557,34,41,.692,134,97,162,1458,12834.0,7,4278,66,.660,5932,New York Mets,2008
349,1590,21,61,.688,149,98,162,1458,12915.0,6,4305,82,.796,5993,Milwaukee Brewers,2008
350,1511,28,46,.695,135,98,162,1458,12846.0,7,4282,90,.763,5891,Tampa Bay Rays,2008
351,1592,38,43,.682,155,105,162,1458,13026.0,5,4342,92,.708,6039,Oakland Athletics,2008
352,1573,43,60,.701,144,105,161,1449,13008.0,5,4336,89,.674,6014,Chicago Cubs,2008
353,1525,44,61,.712,150,105,162,1458,13074.0,16,4358,67,.604,5988,Seattle Mariners,2008
354,1603,43,45,.699,168,106,162,1458,12912.0,9,4304,99,.697,6013,Texas Rangers,2008
355,1469,42,59,.684,129,106,162,1458,13017.0,8,4339,129,.754,5914,Florida Marlins,2008
356,1669,42,55,.689,158,113,162,1458,12957.0,8,4319,132,.759,6101,Chicago White Sox,2008
357,1569,39,89,.674,159,116,162,1458,12834.0,14,4278,114,.745,5963,Kansas City Royals,2008
358,1606,33,79,.687,133,124,162,1458,13029.0,8,4343,105,.761,6073,Arizona Diamondbacks,2008
359,1742,38,74,.685,155,143,162,1458,12819.0,9,4273,89,.701,6158,Washington Nationals,2008
360,1596,21,22,.698,142,67,161,1449,12828.0,8,4276,47,.691,5939,Houston Astros,2007
361,1817,26,50,.695,156,85,162,1458,13086.0,7,4362,49,.653,6264,St. Louis Cardinals,2007
362,1699,37,51,.703,137,84,162,1458,13020.0,6,4340,86,.699,6123,Toronto Blue Jays,2007
363,1552,28,55,.698,126,83,162,1458,13179.0,7,4393,66,.702,6028,New York Mets,2007
364,1586,56,55,.681,141,83,162,1458,12975.0,11,4325,113,.669,5994,New York Yankees,2007
365,1626,38,43,.695,149,85,162,1458,13125.0,11,4375,168,.816,6086,San Diego Padres,2007
366,1597,32,43,.698,149,85,162,1458,13017.0,18,4339,96,.750,6021,Boston Red Sox,2007
367,1698,34,34,.694,142,90,162,1458,13047.0,5,4349,109,.762,6137,Philadelphia Phillies,2007
368,1646,31,50,.692,159,91,162,1458,13062.0,10,4354,109,.779,6091,Los Angeles Angels,2007
369,1495,31,52,.710,153,90,162,1458,13119.0,10,4373,76,.710,5958,Tampa Bay Rays,2007
370,1816,30,61,.678,176,96,162,1458,13014.0,10,4338,86,.741,6250,Colorado Rockies,2007
371,1689,27,44,.686,182,94,162,1458,12933.0,13,4311,67,.713,6094,Cleveland Indians,2007
372,1548,26,68,.689,159,96,162,1458,13011.0,8,4337,78,.750,5981,Kansas City Royals,2007
373,1795,26,47,.690,138,101,162,1458,13026.0,9,4342,82,.759,6238,Los Angeles Dodgers,2007
374,1654,37,60,.681,160,99,162,1458,12918.0,14,4306,92,.713,6059,Seattle Mariners,2007
375,1698,45,53,.698,160,101,162,1458,13101.0,5,4367,71,.612,6166,Milwaukee Brewers,2007
376,1573,41,30,.699,169,98,161,1449,12915.0,8,4305,70,.631,5976,Oakland Athletics,2007
377,1393,41,77,.685,129,96,162,1458,12978.0,8,4326,99,.707,5815,San Francisco Giants,2007
378,1661,33,72,.688,163,100,161,1449,12798.0,15,4266,130,.798,6027,Baltimore Orioles,2007
379,1445,36,48,.705,118,99,161,1449,13056.0,8,4352,87,.707,5896,Chicago Cubs,2007
380,1830,46,64,.674,179,107,162,1458,13095.0,13,4365,104,.693,6302,Pittsburgh Pirates,2007
381,1791,35,42,.693,149,107,162,1458,12966.0,14,4322,113,.764,6220,Atlanta Braves,2007
382,1730,30,54,.686,155,108,163,1467,13119.0,6,4373,139,.822,6211,Chicago White Sox,2007
383,1682,34,45,.686,168,108,163,1467,13131.0,4,4377,69,.670,6167,Minnesota Twins,2007
384,1634,36,65,.684,172,113,162,1458,13005.0,16,4335,69,.657,6082,Detroit Tigers,2007
385,1565,31,59,.686,137,113,162,1458,12912.0,7,4304,87,.737,5982,Arizona Diamondbacks,2007
386,1567,40,52,.673,156,114,162,1458,12981.0,17,4327,95,.704,6008,Cincinnati Reds,2007
387,1501,32,59,.692,122,117,161,1449,12918.0,10,4306,110,.775,5924,Florida Marlins,2007
388,1578,38,59,.688,143,123,161,1449,12906.0,12,4302,118,.756,6003,Washington Nationals,2007
389,1676,37,62,.670,191,132,162,1458,12978.0,13,4326,114,.755,6134,Texas Rangers,2007
390,1842,25,35,.700,180,68,163,1467,13248.0,9,4416,96,.793,6326,Colorado Rockies,2006
391,1690,32,55,.687,155,79,162,1458,12948.0,19,4316,109,.773,6085,Baltimore Orioles,2006
392,1721,35,45,.673,190,83,162,1458,13029.0,13,4343,110,.759,6147,Pittsburgh Pirates,2006
393,1538,32,33,.705,145,81,162,1458,12948.0,10,4316,107,.770,5935,Boston Red Sox,2006
394,1723,39,46,.685,162,89,162,1458,13125.0,8,4375,84,.683,6187,Philadelphia Phillies,2006
395,1666,33,49,.697,148,88,162,1458,13083.0,21,4361,77,.700,6115,San Francisco Giants,2006
396,1766,20,42,.700,147,92,163,1467,13362.0,9,4454,189,.904,6312,San Diego Padres,2006
397,1588,44,59,.688,174,88,162,1458,13056.0,16,4352,136,.756,6028,New York Yankees,2006
398,1687,26,52,.692,153,90,162,1458,13032.0,16,4344,101,.795,6121,Oakland Athletics,2006
399,1656,45,59,.672,167,90,162,1458,12909.0,8,4303,69,.605,6049,Seattle Mariners,2006
400,1697,46,42,.684,167,92,162,1458,13164.0,8,4388,93,.669,6177,Cleveland Indians,2006
401,1535,24,42,.704,134,94,162,1458,13020.0,16,4340,116,.829,5969,Chicago Cubs,2006
402,1611,41,46,.685,151,95,162,1458,12930.0,6,4310,65,.613,6016,Minnesota Twins,2006
403,1517,31,54,.678,155,95,162,1458,13047.0,14,4349,88,.739,5961,Cincinnati Reds,2006
404,1853,24,42,.704,160,102,162,1458,13038.0,6,4346,134,.848,6301,Toronto Blue Jays,2006
405,1635,31,75,.690,148,99,162,1458,13026.0,10,4342,73,.702,6076,Detroit Tigers,2006
406,1689,28,40,.684,128,103,162,1458,13182.0,6,4394,84,.750,6186,Houston Astros,2006
407,1518,29,36,.700,124,101,162,1458,13071.0,5,4357,105,.784,5976,New York Mets,2006
408,1550,31,69,.678,154,101,162,1458,12915.0,8,4305,107,.775,5956,Los Angeles Angels,2006
409,1657,30,48,.697,141,107,162,1458,13107.0,10,4369,98,.766,6133,Atlanta Braves,2006
410,1635,42,48,.692,157,106,162,1458,12969.0,15,4323,88,.677,6064,Arizona Diamondbacks,2006
411,1553,26,56,.682,160,106,162,1458,12936.0,5,4312,70,.729,5971,Kansas City Royals,2006
412,1604,23,45,.680,168,108,162,1458,12966.0,20,4322,98,.810,6034,Chicago White Sox,2006
413,1567,37,52,.697,153,109,162,1458,13020.0,9,4340,80,.684,6016,Washington Nationals,2006
414,1529,24,57,.676,144,109,162,1458,12999.0,6,4333,99,.805,5971,Milwaukee Brewers,2006
415,1651,46,44,.683,160,114,162,1458,13050.0,5,4350,96,.676,6115,Los Angeles Dodgers,2006
416,1548,44,55,.655,155,117,162,1458,12867.0,14,4289,96,.686,5954,Tampa Bay Devil Rays,2006
417,1672,34,39,.687,155,121,162,1458,12921.0,10,4307,58,.630,6100,St. Louis Cardinals,2006
418,1732,47,66,.679,179,123,162,1436,12749.2,14,4284,98,.676,6139,Texas Rangers,2006
419,1510,33,67,.661,159,137,162,1458,12993.0,19,4331,94,.740,5978,Florida Marlins,2006
420,1662,23,52,.679,174,66,162,1458,12972.0,24,4324,108,.824,6052,Boston Red Sox,2005
421,1753,28,44,.701,164,80,162,1458,13218.0,7,4406,78,.736,6239,Houston Astros,2005
422,1626,41,43,.689,173,84,162,1458,13065.0,10,4355,88,.682,6065,Oakland Athletics,2005
423,1647,31,40,.686,135,84,162,1458,12954.0,5,4318,54,.635,6049,Minnesota Twins,2005
424,1630,38,47,.689,150,88,162,1458,13020.0,16,4340,72,.655,6058,Seattle Mariners,2005
425,1816,42,43,.683,190,91,162,1458,13026.0,8,4342,99,.702,6249,Colorado Rockies,2005
426,1655,34,51,.694,145,90,162,1458,13041.0,13,4347,116,.773,6092,Chicago White Sox,2005
427,1596,26,34,.713,139,92,162,1458,13173.0,11,4391,150,.852,6079,San Diego Padres,2005
428,1581,40,50,.700,132,91,161,1449,12867.0,5,4289,98,.710,5961,San Francisco Giants,2005
429,1782,32,35,.697,170,98,161,1449,12867.0,8,4289,63,.663,6169,St. Louis Cardinals,2005
430,1748,40,34,.680,174,98,162,1458,12882.0,11,4294,67,.626,6140,Texas Rangers,2005
431,1658,30,85,.676,189,98,162,1458,12837.0,10,4279,58,.659,6035,Kansas City Royals,2005
432,1712,32,53,.692,157,99,162,1458,12855.0,15,4285,130,.802,6096,Toronto Blue Jays,2005
433,1608,30,39,.686,146,99,162,1458,12972.0,8,4324,101,.771,6031,Atlanta Braves,2005
434,1776,45,53,.685,172,104,162,1458,13137.0,11,4379,90,.667,6259,Arizona Diamondbacks,2005
435,1790,52,61,.674,168,104,162,1458,12915.0,16,4305,102,.662,6199,Pittsburgh Pirates,2005
436,1685,35,58,.680,153,104,162,1458,13143.0,11,4381,94,.729,6170,Philadelphia Phillies,2005
437,1638,40,37,.703,131,104,162,1458,13152.0,10,4384,111,.735,6126,New York Mets,2005
438,1780,35,44,.701,162,106,162,1458,13032.0,6,4344,49,.583,6230,Detroit Tigers,2005
439,1607,50,59,.679,156,102,162,1458,12771.0,15,4257,80,.615,5966,Baltimore Orioles,2005
440,1593,47,46,.695,145,104,162,1458,12993.0,17,4331,92,.662,6028,New York Yankees,2005
441,1480,39,68,.699,122,106,162,1458,12951.0,12,4317,118,.752,5903,Chicago Cubs,2005
442,1796,38,54,.681,174,115,162,1458,13143.0,7,4382,110,.743,6293,Los Angeles Dodgers,2005
443,1594,46,70,.671,156,116,162,1458,12783.0,8,4261,108,.701,5971,Tampa Bay Devil Rays,2005
444,1669,34,46,.675,165,118,162,1458,12810.0,7,4270,128,.790,6057,Cleveland Indians,2005
445,1582,31,57,.686,126,117,162,1458,12831.0,3,4277,97,.758,5976,Milwaukee Brewers,2005
446,1545,40,85,.690,154,124,162,1458,13074.0,8,4358,77,.658,6027,Los Angeles Angels,2005
447,1588,46,47,.684,166,126,162,1458,12900.0,14,4300,69,.600,6014,Florida Marlins,2005
448,1599,35,40,.682,139,128,162,1458,13011.0,9,4337,50,.588,6064,Cincinnati Reds,2005
449,1501,30,47,.692,123,131,162,1458,12927.0,11,4309,110,.786,5941,Washington Nationals,2005
450,1802,36,42,.694,170,86,162,1458,12993.0,8,4331,89,.712,6219,Atlanta Braves,2004
451,1649,25,41,.715,166,88,162,1458,13053.0,5,4351,109,.813,6088,Oakland Athletics,2004
452,1575,43,36,.701,144,86,162,1458,12849.0,14,4283,89,.674,5944,Seattle Mariners,2004
453,1521,42,70,.701,139,87,162,1458,13179.0,13,4393,68,.618,6001,Los Angeles Angels,2004
454,1700,31,38,.706,146,89,163,1467,12987.0,6,4329,53,.631,6118,Houston Astros,2004
455,1630,54,38,.699,146,90,162,1458,12999.0,5,4333,78,.591,6053,San Francisco Giants,2004
456,1608,26,36,.704,132,90,162,1458,12915.0,12,4305,82,.759,6003,Philadelphia Phillies,2004
457,1794,28,58,.683,159,94,162,1458,13107.0,11,4369,78,.736,6257,Arizona Diamondbacks,2004
458,1670,25,65,.712,166,94,162,1458,13281.0,9,4427,103,.805,6191,Chicago White Sox,2004
459,1548,41,49,.698,156,92,162,1458,13122.0,7,4374,76,.650,6014,Washington Nationals,2004
460,1757,35,39,.700,154,95,162,1458,13023.0,6,4341,100,.741,6193,Toronto Blue Jays,2004
461,1688,50,37,.688,151,95,162,1458,12876.0,11,4292,125,.714,6075,New York Yankees,2004
462,1951,33,41,.702,196,100,162,1458,13011.0,12,4337,32,.492,6388,St. Louis Cardinals,2004
463,1764,36,35,.702,171,102,162,1458,13179.0,9,4393,44,.550,6259,Minnesota Twins,2004
464,1658,40,57,.699,136,101,162,1458,12960.0,6,4320,90,.692,6079,Chicago Cubs,2004
465,1659,38,45,.680,177,103,162,1458,12981.0,9,4327,118,.756,6089,Florida Marlins,2004
466,1727,34,36,.700,141,106,162,1458,12846.0,9,4282,130,.793,6115,Los Angeles Dodgers,2004
467,1646,33,26,.709,156,106,162,1458,13074.0,6,4358,103,.757,6110,Cleveland Indians,2004
468,1587,35,53,.677,133,104,163,1467,12897.0,9,4299,76,.685,5990,Cincinnati Reds,2004
469,1657,25,32,.700,146,106,162,1458,12921.0,5,4307,107,.811,6070,New York Mets,2004
470,1679,34,70,.693,154,107,162,1458,12849.0,13,4283,115,.772,6069,Baltimore Orioles,2004
471,1678,26,44,.681,149,108,162,1458,12960.0,11,4320,69,.726,6106,Texas Rangers,2004
472,1791,49,53,.697,171,110,162,1458,12921.0,4,4307,60,.550,6208,Detroit Tigers,2004
473,1623,29,56,.684,135,109,162,1458,12861.0,13,4287,87,.750,6019,Boston Red Sox,2004
474,1529,25,36,.690,136,109,162,1458,13098.0,12,4366,94,.790,6004,San Diego Padres,2004
475,1803,36,53,.694,193,117,162,1458,12924.0,16,4308,64,.640,6228,Pittsburgh Pirates,2004
476,1706,37,65,.671,158,118,162,1458,12768.0,14,4256,102,.734,6080,Colorado Rockies,2004
477,1482,34,66,.696,139,119,162,1458,12942.0,8,4314,86,.717,5915,Milwaukee Brewers,2004
478,1646,44,69,.666,163,125,162,1458,12720.0,5,4240,70,.614,6011,Kansas City Royals,2004
479,1446,45,53,.683,139,124,162,1458,12795.0,13,4265,68,.602,5835,Tampa Bay Devil Rays,2004
480,1666,40,43,.714,145,73,162,1458,13080.0,15,4360,96,.706,6099,Los Angeles Dodgers,2003
481,1629,26,40,.704,142,81,162,1458,13164.0,7,4388,103,.798,6098,Philadelphia Phillies,2003
482,1579,39,50,.696,126,86,162,1458,13188.0,9,4396,108,.735,6061,Chicago Cubs,2003
483,1823,32,66,.680,161,89,162,1458,12918.0,15,4306,111,.776,6218,Colorado Rockies,2003
484,1603,38,35,.701,153,86,162,1458,12951.0,11,4317,118,.756,6006,Florida Marlins,2003
485,1809,49,39,.696,172,91,162,1458,13242.0,14,4414,74,.602,6314,Oakland Athletics,2003
486,1511,44,61,.686,126,90,162,1458,13089.0,11,4363,87,.664,5964,Anaheim Angels,2003
487,1631,41,60,.692,150,91,161,1449,12789.0,11,4263,91,.689,5985,Toronto Blue Jays,2003
488,1834,29,42,.710,154,97,162,1458,13083.0,9,4361,53,.646,6292,St. Louis Cardinals,2003
489,1699,41,43,.695,172,99,162,1458,13023.0,7,4341,58,.586,6139,Montreal Expos,2003
490,1737,24,52,.694,153,101,162,1458,13113.0,11,4371,72,.750,6209,San Francisco Giants,2003
491,1658,44,45,.686,158,101,162,1458,13284.0,6,4428,73,.624,6187,Minnesota Twins,2003
492,1667,48,43,.694,167,100,162,1458,12891.0,14,4297,90,.652,6064,Chicago White Sox,2003
493,1571,32,57,.687,148,99,162,1458,12993.0,13,4331,90,.738,6001,New York Yankees,2003
494,1620,39,45,.686,136,101,162,1458,12987.0,4,4329,101,.721,6050,Houston Astros,2003
495,1693,38,45,.685,189,103,161,1449,12852.0,2,4284,72,.655,6080,Pittsburgh Pirates,2003
496,1676,40,43,.684,152,106,162,1458,13200.0,15,4400,117,.745,6182,Cleveland Indians,2003
497,1473,38,45,.700,140,103,162,1458,13134.0,11,4378,64,.627,5954,Seattle Mariners,2003
498,1683,39,68,.685,161,110,162,1458,13098.0,15,4366,82,.678,6159,Baltimore Orioles,2003
499,1602,25,27,.693,146,108,162,1458,12969.0,9,4323,69,.734,6033,San Diego Padres,2003
500,1791,29,36,.688,171,116,162,1458,13050.0,10,4350,91,.758,6257,Atlanta Braves,2003
501,1641,29,74,.688,123,113,162,1458,12993.0,17,4331,67,.698,6085,Cincinnati Reds,2003
502,1650,31,39,.692,129,118,162,1458,13062.0,21,4354,123,.799,6122,Boston Red Sox,2003
503,1604,39,34,.687,152,117,162,1458,12957.0,16,4319,71,.645,6040,Texas Rangers,2003
504,1594,29,59,.691,132,117,161,1449,12978.0,7,4326,89,.754,6037,Milwaukee Brewers,2003
505,1530,32,55,.700,139,119,161,1449,12753.0,8,4251,67,.677,5900,Tampa Bay Devil Rays,2003
506,1635,35,60,.675,169,131,162,1458,12783.0,17,4261,84,.706,6027,Kansas City Royals,2003
507,1745,39,30,.693,144,137,162,1458,13041.0,12,4347,100,.719,6229,New York Mets,2003
508,1716,50,71,.681,144,139,162,1458,12924.0,18,4308,97,.660,6163,Arizona Diamondbacks,2003
509,1712,41,71,.684,160,144,162,1458,12957.0,10,4319,71,.634,6175,Detroit Tigers,2003
510,1450,32,35,.720,159,65,162,1458,12969.0,12,4323,62,.660,5838,Seattle Mariners,2002
511,1644,24,53,.700,138,77,162,1458,13173.0,7,4391,55,.696,6112,St. Louis Cardinals,2002
512,1590,25,51,.692,162,78,162,1458,13008.0,11,4336,70,.737,6004,Florida Marlins,2002
513,1675,29,68,.709,163,80,161,1449,12936.0,8,4312,67,.698,6067,San Francisco Giants,2002
514,1481,27,62,.700,114,87,162,1458,13158.0,10,4386,70,.722,5954,Minnesota Twins,2002
515,1703,45,51,.675,168,94,162,1458,12900.0,11,4300,96,.681,6097,Texas Rangers,2002
516,1710,48,40,.704,149,95,162,1458,13050.0,4,4350,86,.642,6155,Houston Astros,2002
